,title,genre,day,star,synopsis,director,actor
309,삼진그룹 영어토익반,드라마, 2020.10.21. ,9.03,"입사 8년차 동기인 말단 여직원들이 ‘삼진그룹 영어토익반’에 모인다! 실무 능력 퍼펙트, 현실은 커피 타기 달인인 생산관리3부 오지랖 ‘이자영’(고아성), 추리소설 마니아로 뼈 때리는 멘트의 달인 마케팅부 돌직구 ‘정유나’(이솜), 수학 올림피아드 우승 출신, 실체는 가짜 영수증 메꾸기 달인 회계부 수학왕 ‘심보람’(박혜수)은 대리가 되면 진짜 ‘일’을 할 수 있을 것이라는 희망에 부푼다. 내부고발이라도 하게? 나서지 마. 우리만 다쳐 잔심부름을 하러 간 공장에서 검은 폐수가 유출되는 것을 목격한 ‘자영’은 ‘유나’, ‘보람’과 함께 회사가 무엇을 감추고자 하는지, 결정적 증거를 찾으려 한다. 불가능해 보이는 싸움, 세 친구는 해고의 위험을 무릅쓰고 고군분투를 시작하는데… 아이 캔 두 잇, 유 캔 두 잇, 위 캔 두 잇! 회사와 맞짱 뜨는 용감한 세 친구!",이종필,"['고아성', '이솜', '박혜수', '조현철']"
310,도굴,범죄, 2020.11.04. ,8.47,"흙 맛만 봐도 보물을 찾아내는 타고난 천재 도굴꾼 강동구(이제훈). 자칭 한국의 '인디아나 존스'로 불리는 고분벽화 도굴 전문가 존스 박사(조우진), 전설의 삽질 달인 삽다리(임원희)를 만나 환상(?)의 팀플레이를 자랑하며 위험천만하고도 짜릿한 도굴의 판을 키운다. 한편, 그의 재능을 알아본 고미술계 엘리트 큐레이터 윤실장(신혜선)은 강동구에게 매력적이면서도 위험한 거래를 제안하는데...! 황영사 금동불상, 고구려 고분벽화 그리고 서울 강남 한복판 선릉까지! 팔수록 판이 커지는 도굴의 세계! 급이 다른 삽질이 시작된다!",박정배,"['이제훈', '조우진', '신혜선', '임원희']"
311,정직한 후보,코미디, 2020.02.12. ,8.37,거짓말이 제일 쉬운 3선 국회의원 ‘주상숙’에게 청천벽력이 떨어진다. 하루아침에 거짓말은 1도 할 수 없는 ‘진실의 주둥이’를 갖게 된 것! 최고의 무기인 ‘거짓말’을 잃자 그녀의 인생은 송두리째 흔들리게 되는데… 웃음 빵! 속이 뻥! 뚫리는 통쾌한 웃음 폭격이 시작된다!,장유정,"['라미란', '김무열', '나문희', '윤경호']"
312,클로젯,미스터리, 2020.02.05. ,8.13,"갑작스러운 사고로 아내를 잃은 상원(하정우)과 그의 딸 이나(허율) 상원은 소원해진 이나와의 관계를 회복하기 위해 새집으로 이사를 간다. 상원은 이나와 가까워지기 위해 노력하지만 어긋난 사이는 좀처럼 회복되지 않는다. 그러던 어느 날 이나가 새로운 친구가 생겼다며 웃기 시작한다. 하지만 평온도 잠시, 이나의 방 안에 있는 벽장에서 기이한 소리들이 들려오고 이나에게 이상 증세가 나타난다. 그리고 상원마저 이상한 꿈을 꾸기 시작한 지 얼마 후, 이나가 흔적도 없이 사라진다. 이나의 흔적을 쫓는 상원에게 의문의 남자 경훈(김남길)이 찾아와 딸의 행방을 알고 있다며 가리킨 곳은 다름 아닌 이나의 ‘벽장’. 10년간 실종된 아이들의 행방을 쫓고 있는 경훈은 믿기 힘든 이야기를 꺼내고 상원은 딸을 찾을 수 있다는 마음으로 열어서는 안 될 벽장을 향해 손을 뻗는데…",김광빈,"['하정우', '김남길', '허율', '김시아']"
313,오케이 마담,"코미디, 액션", 2020.08.12. ,7.98,"극강의 쫄깃함으로 빠른 완판을 기록하는 꽈배기 맛집 사장 '미영'은 컴퓨터 수리 전문가 '석환'의 남다른 외조로 하와이 여행에 당첨되고, 난생처음 해외 여행을 떠나게 된다. 하지만 비밀 요원을 쫓는 테러리스트들도 같은 비행기에 오르고 꿈만 같았던 여행은 아수라장이 된다. 난데없는 비행기 납치 사건의 유일한 해결사가 되어버린 부부. 평범했던 과거는 접어두고, 숨겨왔던 내공을 펼치며 인질이 된 승객을 구하기 시작한다! 휴가 끝 ;; 작전 시작 ^^ 구하자 비행기! 가자 하와이로!",이철하,"['엄정화', '박성웅', '이상윤', '배정남']"
314,해치지않아,코미디, 2020.01.15. ,7.32,"생계형 수습 변호사 ‘태수’에게 찾아온 일생일대의 기회, 위기의 동물원 ‘동산파크’를 구하라! ‘동산파크’의 새 원장이 된 그는 손님은커녕 동물조차 없는 동물원을 살리기 위해 직원들에게 동물로 위장근무 하자는 기상천외한 제안을 한다. 북극곰, 사자, 기린, 고릴라, 나무늘보로 출근한 ‘동산파크’ 5인방. 묵언수행은 기본, 어깨 결림, 근육 뭉침, 뒷목까지 뻐근한 그들의 털 날리는 고군분투가 계속되는 가운데, 목이 타던 ‘태수’는 북극곰의 신분을 망각하고 관람객 앞에서 콜라 한 모금을 마시게 되는데… 이런 동물원 처음 봐? 선을 넘은 녀석들의 과감한 도전이 시작된다!",손재곤,"['안재홍', '강소라', '박영규', '김성오']"
315,결백,드라마, 2020.06.10. ,8.46,"유명 로펌의 에이스 변호사 ‘정인(신혜선)’은 아빠의 장례식장에서 농약 막걸리 살인사건이 일어났음을 알게 된다. 치매에 걸린 엄마 ‘화자(배종옥)’가 용의자로 지목되고, 그녀의 결백을 주장하기 위해 고향으로 내려가 직접 변호를 맡는다. 사건을 추적하던 중 시장 ‘추인회(허준호)’를 중심으로 한 마을 사람들의 조직적 은폐와 거짓 진술 등 수상한 정황을 포착한 ‘정인’. 그날의 기억을 모두 잃은 ‘화자’의 결백을 입증하기 위해 모든 사람들과 맞서기 시작하는데…! 파헤칠수록 커지는 의혹, 과연 진실은 무엇인가?",박상현,"['신혜선', '배종옥', '허준호', '홍경']"
316,1917,"드라마, 전쟁", 2020.02.19. ,9.04,제1차 세계대전이 한창인 1917년. 독일군에 의해 모든 통신망이 파괴된 상황 속에서 영국군 병사 '스코필드'(조지 맥케이)와 '블레이크'(딘-찰스 채프먼)에게 하나의 미션이 주어졌다. 함정에 빠진 영국군 부대의 수장 '매켄지' 중령(베네딕트 컴버배치)에게 '에린무어' 장군(콜린 퍼스)의 공격 중지 명령을 전하는 것! 둘은 1600명의 아군과 '블레이크'의 형(리차드 매든)을 구하기 위해 전쟁터 한복판을 가로지르며 사투를 이어가는데...,샘 멘데스,"['조지 맥케이', '딘-찰스 채프먼', '콜린 퍼스', '베네딕트 컴버배치']"
317,작은 아씨들,"드라마, 멜로/로맨스", 2020.02.12. ,9.13,"배우가 되고 싶은 첫째 메그(엠마 왓슨) 작가가 되고 싶은 둘째 조(시얼샤 로넌) 음악가가 되고 싶은 셋째 베스(엘리자 스캔런) 화가가 되고 싶은 막내 에이미(플로렌스 퓨) 이웃집 소년 로리(티모시 샬라메)는 네 자매를 우연히 알게되고 각기 다른 개성의 네 자매들과 인연을 쌓아간다. 7년 후, 어른이 된 그들에겐 각기 다른 숙제가 놓이게 되는데…",그레타 거윅,"['시얼샤 로넌', '엠마 왓슨', '플로렌스 퓨', '엘리자 스캔런']"
318,지푸라기라도 잡고 싶은 짐승들,"스릴러, 범죄", 2020.02.19. ,8,"[모든 것은 돈 가방과 함께 시작되었다.] 사라진 애인 때문에 사채 빚에 시달리며 한 탕을 꿈꾸는 태영. 아르바이트로 가족의 생계를 이어가는 가장 중만. 과거를 지우고 새 인생을 살기 위해 남의 것을 탐하는 연희. 벼랑 끝에 몰린 그들 앞에 거액의 돈 가방이 나타나고, 마지막 기회라 믿으며 돈 가방을 쫓는 그들에게 예기치 못한 사건들이 발생한다. [“큰돈 들어왔을 땐 아무도 믿음 안돼”] 고리대금업자 박사장, 빚 때문에 가정이 무너진 미란, 불법체류자 진태, 가족의 생계가 먼저인 영선, 기억을 잃은 순자까지... 절박한 상황 속 서로 속고 속이며 돈 가방을 쫓는 그들은 인생을 바꿀 수 있는 마지막 한탕을 계획한다.",김용훈,"['전도연', '정우성', '배성우', '윤여정']"
319,미스터 주: 사라진 VIP,"코미디, 드라마", 2020.01.22. ,7.63,"국가정보국 에이스 요원 태주. 특사로 파견된 VIP 경호 임무를 수행하던 중, 갑작스러운 사고로 VIP는 사라지고 설상가상 온갖 동물들의 말이 들리기 시작한다. 갑자기 이상한 행동을 하는 태주를 의심하는 민국장과 만식을 뒤로 하고, 태주는 군견 알리와 함께 VIP를 찾아 나서는데… Very. Important. Panda! 도심 한복판, 사라진 VIP를 찾기 위한 인간과 동물들의 역대급 팀플레이가 시작된다!",김태윤,"['이성민', '김서형', '배정남', '신하균']"
320,인비저블맨,"공포, 스릴러", 2020.02.26. ,8.83,"모든 것을 통제하려는 소시오패스 남자에게서 도망친 세실리아 그의 자살 소식과 함께 상속받게 된 거액의 유산 하지만 그날 이후, 누구에게도 보이지 않는 존재가 느껴지기 시작했다!",리 워넬,"['엘리자베스 모스', '올리버 잭슨 코헨', '알디스 호지', '스톰 레이드']"
321,원더 우먼 1984,"액션, 모험", 2020.12.23. ,7.54,"1984년 모든 것이 활기찬 시대, 다이애나 프린스는 고고학자로서 인간들 사이에서 조용히 살고 있다. 단지 원더 우먼으로서 위기에 처한 사람을 구할 때만 빼고는. 그런 다이애나 앞에 거짓말처럼 죽었던 스티브 트레버가 나타나고, 거부할 수 없는 적마저 함께 찾아오는데… 지나친 풍요로움이 과잉이 되어 또 다시 위협받는 인류, 위태로운 세상에 오직 원더 우먼만이 희망이다! 그 어떤 적도 피하지 않는다!",패티 젠킨스,"['갤 가돗', '크리스 파인', '크리스틴 위그', '페드로 파스칼']"
322,나쁜 녀석들 : 포에버,액션, 2020.01.15. ,8.58,"마이애미 강력반의 베테랑 형사 ‘마이크’[윌 스미스]는 여전히 범죄자를 소탕하는 데 열성적이지만, 그의 파트너 ‘마커스’[마틴 로렌스]는 이제 일선에서 물러나 가족과 함께 시간을 보내고 싶어한다. 마커스의 은퇴를 만류하던 마이크가 정체를 알 수 없는 거대 조직의 위협을 받으며 일생일대의 위험에 빠지게 된다. 가족만큼 중요한 마이크를 위해 마커스가 합류하고, 우리의 ‘나쁜 녀석들’은 신식 무기와 기술을 장착한 루키팀 AMMO와 함께 힘을 합쳐 일생일대 마지막 미션을 수행하게 되는데…",아딜 엘 아르비,"['빌랄 팔라', '윌 스미스', '마틴 로렌스', '조 판토리아노']"
323,국제수사,"액션, 드라마, 범죄", 2020.09.29. ,7.21,"필리핀으로 인생 첫 해외여행을 떠난 대천경찰서 강력팀 ‘홍병수’(곽도원) 경장. 여행의 단꿈도 잠시, ‘병수’는 범죄 조직 킬러 ‘패트릭’(김희원)의 셋업 범죄에 휘말려 살인 용의자가 되고, 누명을 벗기 위해 현지 가이드이자 고향 후배 ‘만철’(김대명)과 함께 수사에 나선다. 하지만, 형사 본능이 끓어오르는 마음과는 달리 ’병수’의 몸과 영어는 따라주지 않고, 필리핀에서 재회한 웬수 같은 죽마고우 ‘용배’(김상호)가 끼어드는 바람에 수사는 자꾸 의도치 않은 방향으로 흘러가는데… 촌구석 형사 ‘병수’는 과연 무사히 한국에 돌아갈 수 있을까? “나 코리안 폴리스여!” 동네급 형사의 국제급 수사가 시작된다!",김봉한,"['곽도원', '김대명', '김희원', '김상호']"
324,침입자,"범죄, 스릴러", 2020.06.04. ,7.52,"얼마 전 사고로 아내를 잃고 실의에 빠져 있는 건축가 ‘서진’에게 25년 전 실종된 동생을 찾았다는 연락이 온다 처음 본 자신을 친근하게 “오빠”라고 부르는 ‘유진’이 어딘가 불편한 ‘서진’과 달리 가족들은 금세 그녀를 받아들인다 그런데 ‘유진’이 돌아온 후 가족들에게 이상한 일들이 벌어지기 시작하고, 이를 의심스럽게 여긴 ‘서진’은 동생의 비밀을 쫓다 자신의 일상을 송두리째 뒤흔든 사건에 그녀가 연관되어 있음을 알게 되는데... 추적 끝에 드러나는 충격적인 진실!",손원평,"['송지효', '김무열', '예수정', '최상훈']"
325,스타워즈: 라이즈 오브 스카이워커,"액션, 모험, 판타지, SF", 2020.01.08. ,7.47,"더욱 강력해진 포스로 돌아온 ‘레이’는 전 우주를 어둠의 힘으로 지배하려는 ‘카일로 렌’에게 대적할 유일한 히로인으로 거듭난다. 미래의 운명을 쥔 ‘레이’는 든든한 조력자이자 친구인 ‘핀’, ‘포’와 함께 새로운 미래를 위한 험난한 여정을 떠나고, 선과 악의 거대한 전쟁을 마주하게 된다. 또한 ‘카일로 렌’과의 피할 수 없는 운명적 대결을 펼치게 되는데… 전쟁을 끝내고 새로운 전설로 탄생할 선택받은 영웅은 누가 될 것인가?!",J.J. 에이브럼스,"['데이지 리들리', '아담 드라이버', '존 보예가', '오스카 아이삭']"
326,스파이 지니어스,"애니메이션, 액션, 모험, 코미디, 가족, SF", 2020.01.22. ,9.48,"전 세계를 위협하는 불법 무기 거래 첩보를 입수한 스파이 에이전트는 천상천하 유아독존 슈퍼 스파이 ‘랜스’(윌 스미스)를 파견한다. 하지만, 최첨단 장비로 무장한 정체불명의 빌런 ‘킬리언’(벤 맨델슨)은 ‘랜스’로 위장해 무기를 훔치고 그를 함정에 빠트린다. 무기를 훔쳤다는 누명을 쓰고 스파이 에이전트에게까지 쫓기게 된 ‘랜스’는 ‘킬리언’에 맞서기 위해 MIT 출신의 엉뚱한 지니어스 ‘월터’(톰 홀랜드)를 찾아간다. 그러나, ‘월터’가 실험 중인 의문의 액체를 마시고 한순간에 세상 흔한 오조오억 비둘기로 변해버리고 만다. 혼자서는 세상을 구할 수 없는 ‘새’가 된 스파이 ‘랜스’는 힘을 합치면 세상을 구할 수 있다고 믿는 ‘새’가슴 지니어스 ‘월터’와 어쩔 수 없이 한 팀이 되어 특급 미션을 시작해야 하는데… 나는 놈 & 별난 놈, ‘새’ 상초월 극한 팀플레이가 시작된다!",닉 브루노,"['트로이 콴', '윌 스미스', '톰 홀랜드', '레이첼 브로스나한']"
327,이웃사촌,"드라마, 코미디", 2020.11.25. ,8.32,백수가장 좌천위기 도청팀장 대권(정우)은 팀원들과 함께 해외에서 입국하자마자 자택 격리된 정치인 가족을 24시간 감시하라는 미션을 받는다. 이웃집으로 위장 이사온 도청팀원들은 라디오 사연 신청부터 한밤중에 나는 부스럭 소리까지 수상한 가족들의 모든 소리와 행동을 감시하면서 새로운 비밀들을 하나씩 발견하게 되는데… 담벼락 사이 수상한 이웃사촌들 웃고 울리는 비밀 소통작전이 펼쳐진다!,이환경,"['정우', '오달수', '김희원', '김병철']"
